pre,post,is_parent_edge,pre_spike_time_ms,post_spike_time_ms,delta_t_ms,stdp_weight
66,83,False,2.0,2.0,0.0,0.0
66,85,False,2.0,1.0,-1.0,0.0
66,88,False,2.0,2.0,0.0,0.0
66,90,False,2.0,3.0,1.0,0.0
66,97,False,2.0,2.0,0.0,0.0
66,98,False,2.0,0.0,-2.0,0.0
66,99,False,2.0,2.0,0.0,0.0
66,34,False,2.0,7.0,5.0,0.0
66,37,False,2.0,6.0,4.0,0.0
66,112,False,2.0,7.0,5.0,0.0
66,127,False,2.0,6.0,4.0,0.0
67,66,False,2.0,2.0,0.0,0.0
67,68,False,2.0,3.0,1.0,0.0
67,51,False,2.0,3.0,1.0,0.0
67,56,False,2.0,3.0,1.0,0.0
67,58,False,2.0,1.0,-1.0,0.0
67,59,False,2.0,2.0,0.0,0.0
67,60,False,2.0,2.0,0.0,0.0
67,61,False,2.0,3.0,1.0,0.0
67,63,False,2.0,2.0,0.0,0.0
67,69,False,2.0,2.0,0.0,0.0
67,70,False,2.0,2.0,0.0,0.0
67,72,False,2.0,2.0,0.0,0.0
67,73,False,2.0,3.0,1.0,0.0
67,74,False,2.0,2.0,0.0,0.0
67,75,False,2.0,2.0,0.0,0.0
67,76,False,2.0,3.0,1.0,0.0
67,78,False,2.0,3.0,1.0,0.0
67,82,False,2.0,2.0,0.0,0.0
67,83,False,2.0,2.0,0.0,0.0
67,84,False,2.0,1.0,-1.0,0.0
67,87,True,2.0,4.0,2.0,1.0
67,89,False,2.0,4.0,2.0,0.0
67,90,False,2.0,3.0,1.0,0.0
67,93,False,2.0,3.0,1.0,0.0
67,98,False,2.0,0.0,-2.0,0.0
67,19,False,2.0,7.0,5.0,0.0
67,24,False,2.0,6.0,4.0,0.0
67,40,False,2.0,8.0,6.0,0.0
67,131,False,2.0,7.0,5.0,0.0
68,67,False,3.0,2.0,-1.0,0.0
68,69,False,3.0,2.0,-1.0,0.0
68,51,False,3.0,3.0,0.0,0.0
68,52,False,3.0,3.0,0.0,0.0
68,53,False,3.0,1.0,-2.0,0.0
68,55,False,3.0,2.0,-1.0,0.0
68,61,False,3.0,3.0,0.0,0.0
68,62,False,3.0,2.0,-1.0,0.0
68,63,False,3.0,2.0,-1.0,0.0
68,64,False,3.0,2.0,-1.0,0.0
68,66,False,3.0,2.0,-1.0,0.0
68,71,False,3.0,4.0,1.0,0.0
68,72,False,3.0,2.0,-1.0,0.0
68,73,False,3.0,3.0,0.0,0.0
68,74,False,3.0,2.0,-1.0,0.0
68,76,False,3.0,3.0,0.0,0.0
68,79,False,3.0,2.0,-1.0,0.0
68,80,False,3.0,2.0,-1.0,0.0
68,83,False,3.0,2.0,-1.0,0.0
68,84,False,3.0,1.0,-2.0,0.0
68,88,False,3.0,2.0,-1.0,0.0
68,90,False,3.0,3.0,0.0,0.0
68,91,False,3.0,2.0,-1.0,0.0
68,93,False,3.0,3.0,0.0,0.0
68,96,False,3.0,2.0,-1.0,0.0
68,97,False,3.0,2.0,-1.0,0.0
68,98,False,3.0,0.0,-3.0,0.0
68,14,False,3.0,8.0,5.0,0.0
68,39,False,3.0,7.0,4.0,0.0
68,42,False,3.0,6.0,3.0,0.0
68,46,False,3.0,6.0,3.0,0.0
68,134,False,3.0,6.0,3.0,0.0
68,137,False,3.0,6.0,3.0,0.0
68,145,False,3.0,7.0,4.0,0.0
69,68,False,2.0,3.0,1.0,0.0
69,70,False,2.0,2.0,0.0,0.0
69,52,False,2.0,3.0,1.0,0.0
69,54,False,2.0,2.0,0.0,0.0
69,58,False,2.0,1.0,-1.0,0.0
69,60,False,2.0,2.0,0.0,0.0
69,62,False,2.0,2.0,0.0,0.0
69,63,False,2.0,2.0,0.0,0.0
69,66,False,2.0,2.0,0.0,0.0
69,67,False,2.0,2.0,0.0,0.0
69,74,False,2.0,2.0,0.0,0.0
69,75,False,2.0,2.0,0.0,0.0
69,77,False,2.0,3.0,1.0,0.0
69,78,False,2.0,3.0,1.0,0.0
69,79,False,2.0,2.0,0.0,0.0
69,82,False,2.0,2.0,0.0,0.0
69,83,False,2.0,2.0,0.0,0.0
69,85,False,2.0,1.0,-1.0,0.0
69,89,False,2.0,4.0,2.0,0.0
69,90,False,2.0,3.0,1.0,0.0
69,92,True,2.0,3.0,1.0,1.0
69,95,False,2.0,1.0,-1.0,0.0
69,97,False,2.0,2.0,0.0,0.0
69,98,False,2.0,0.0,-2.0,0.0
69,99,False,2.0,2.0,0.0,0.0
69,0,False,2.0,7.0,5.0,0.0
69,17,False,2.0,6.0,4.0,0.0
69,31,False,2.0,7.0,5.0,0.0
69,48,False,2.0,6.0,4.0,0.0
69,103,False,2.0,7.0,5.0,0.0
69,106,False,2.0,7.0,5.0,0.0
69,108,True,2.0,7.0,5.0,1.0
69,133,False,2.0,6.0,4.0,0.0
69,146,True,2.0,8.0,6.0,1.0
69,147,False,2.0,6.0,4.0,0.0
70,69,False,2.0,2.0,0.0,0.0
70,71,False,2.0,4.0,2.0,0.0
70,51,False,2.0,3.0,1.0,0.0
70,52,False,2.0,3.0,1.0,0.0
70,58,False,2.0,1.0,-1.0,0.0
70,59,False,2.0,2.0,0.0,0.0
70,61,False,2.0,3.0,1.0,0.0
70,65,False,2.0,3.0,1.0,0.0
70,67,False,2.0,2.0,0.0,0.0
70,74,False,2.0,2.0,0.0,0.0
70,75,False,2.0,2.0,0.0,0.0
70,80,False,2.0,2.0,0.0,0.0
70,81,False,2.0,3.0,1.0,0.0
70,85,False,2.0,1.0,-1.0,0.0
70,86,False,2.0,2.0,0.0,0.0
70,88,False,2.0,2.0,0.0,0.0
70,89,False,2.0,4.0,2.0,0.0
70,90,False,2.0,3.0,1.0,0.0
70,94,False,2.0,3.0,1.0,0.0
70,96,False,2.0,2.0,0.0,0.0
70,98,False,2.0,0.0,-2.0,0.0
70,49,False,2.0,6.0,4.0,0.0
70,127,False,2.0,6.0,4.0,0.0
70,133,False,2.0,6.0,4.0,0.0
71,70,False,4.0,2.0,-2.0,0.0
71,72,False,4.0,2.0,-2.0,0.0
71,50,False,4.0,2.0,-2.0,0.0
71,52,False,4.0,3.0,-1.0,0.0
71,53,False,4.0,1.0,-3.0,0.0
71,54,False,4.0,2.0,-2.0,0.0
71,56,False,4.0,3.0,-1.0,0.0
71,57,False,4.0,2.0,-2.0,0.0
71,59,False,4.0,2.0,-2.0,0.0
71,60,False,4.0,2.0,-2.0,0.0
71,61,False,4.0,3.0,-1.0,0.0
71,62,False,4.0,2.0,-2.0,0.0
71,68,False,4.0,3.0,-1.0,0.0
71,75,False,4.0,2.0,-2.0,0.0
71,77,False,4.0,3.0,-1.0,0.0
71,78,False,4.0,3.0,-1.0,0.0
71,79,False,4.0,2.0,-2.0,0.0
71,80,False,4.0,2.0,-2.0,0.0
71,85,False,4.0,1.0,-3.0,0.0
71,86,False,4.0,2.0,-2.0,0.0
71,88,False,4.0,2.0,-2.0,0.0
71,89,False,4.0,4.0,0.0,0.0
71,91,False,4.0,2.0,-2.0,0.0
71,96,False,4.0,2.0,-2.0,0.0
71,98,False,4.0,0.0,-4.0,0.0
71,99,False,4.0,2.0,-2.0,0.0
71,12,False,4.0,6.0,2.0,0.0
71,19,False,4.0,7.0,3.0,0.0
71,20,False,4.0,6.0,2.0,0.0
71,120,False,4.0,8.0,4.0,0.0
71,136,False,4.0,7.0,3.0,0.0
72,71,False,2.0,4.0,2.0,0.0
72,73,False,2.0,3.0,1.0,0.0
72,50,False,2.0,2.0,0.0,0.0
72,52,False,2.0,3.0,1.0,0.0
72,54,False,2.0,2.0,0.0,0.0
72,55,False,2.0,2.0,0.0,0.0
72,57,False,2.0,2.0,0.0,0.0
72,58,False,2.0,1.0,-1.0,0.0
72,61,False,2.0,3.0,1.0,0.0
72,66,False,2.0,2.0,0.0,0.0
72,67,False,2.0,2.0,0.0,0.0
72,68,False,2.0,3.0,1.0,0.0
72,74,False,2.0,2.0,0.0,0.0
72,75,False,2.0,2.0,0.0,0.0
72,76,False,2.0,3.0,1.0,0.0
72,81,False,2.0,3.0,1.0,0.0
72,85,False,2.0,1.0,-1.0,0.0
72,94,False,2.0,3.0,1.0,0.0
72,95,False,2.0,1.0,-1.0,0.0
72,98,False,2.0,0.0,-2.0,0.0
72,8,False,2.0,8.0,6.0,0.0
72,17,False,2.0,6.0,4.0,0.0
72,100,False,2.0,6.0,4.0,0.0
72,126,False,2.0,7.0,5.0,0.0
72,135,False,2.0,7.0,5.0,0.0
72,149,False,2.0,6.0,4.0,0.0
73,72,False,3.0,2.0,-1.0,0.0
73,74,False,3.0,2.0,-1.0,0.0
73,50,False,3.0,2.0,-1.0,0.0
73,51,False,3.0,3.0,0.0,0.0
73,52,False,3.0,3.0,0.0,0.0
73,55,False,3.0,2.0,-1.0,0.0
73,58,False,3.0,1.0,-2.0,0.0
73,61,False,3.0,3.0,0.0,0.0
73,62,False,3.0,2.0,-1.0,0.0
73,66,False,3.0,2.0,-1.0,0.0
73,67,False,3.0,2.0,-1.0,0.0
73,68,False,3.0,3.0,0.0,0.0
73,78,False,3.0,3.0,0.0,0.0
73,79,False,3.0,2.0,-1.0,0.0
73,80,False,3.0,2.0,-1.0,0.0
73,86,False,3.0,2.0,-1.0,0.0
73,88,False,3.0,2.0,-1.0,0.0
73,89,False,3.0,4.0,1.0,0.0
73,91,False,3.0,2.0,-1.0,0.0
73,92,False,3.0,3.0,0.0,0.0
73,93,False,3.0,3.0,0.0,0.0
73,94,False,3.0,3.0,0.0,0.0
73,97,False,3.0,2.0,-1.0,0.0
73,99,False,3.0,2.0,-1.0,0.0
73,16,False,3.0,7.0,4.0,0.0
73,136,False,3.0,7.0,4.0,0.0
74,73,False,2.0,3.0,1.0,0.0
74,75,False,2.0,2.0,0.0,0.0
74,52,False,2.0,3.0,1.0,0.0
74,53,False,2.0,1.0,-1.0,0.0
74,56,False,2.0,3.0,1.0,0.0
74,58,False,2.0,1.0,-1.0,0.0
74,60,False,2.0,2.0,0.0,0.0
74,62,False,2.0,2.0,0.0,0.0
74,65,False,2.0,3.0,1.0,0.0
74,66,False,2.0,2.0,0.0,0.0
74,67,False,2.0,2.0,0.0,0.0
74,68,False,2.0,3.0,1.0,0.0
74,69,False,2.0,2.0,0.0,0.0
74,70,False,2.0,2.0,0.0,0.0
74,72,False,2.0,2.0,0.0,0.0
74,78,False,2.0,3.0,1.0,0.0
74,86,False,2.0,2.0,0.0,0.0
74,87,False,2.0,4.0,2.0,0.0
74,89,False,2.0,4.0,2.0,0.0
74,92,False,2.0,3.0,1.0,0.0
74,93,False,2.0,3.0,1.0,0.0
74,94,False,2.0,3.0,1.0,0.0
74,95,False,2.0,1.0,-1.0,0.0
74,97,False,2.0,2.0,0.0,0.0
74,99,False,2.0,2.0,0.0,0.0
74,11,False,2.0,8.0,6.0,0.0
74,36,False,2.0,6.0,4.0,0.0
74,39,False,2.0,7.0,5.0,0.0
74,109,False,2.0,8.0,6.0,0.0
74,115,False,2.0,8.0,6.0,0.0
74,141,False,2.0,7.0,5.0,0.0
75,74,False,2.0,2.0,0.0,0.0
75,76,False,2.0,3.0,1.0,0.0
75,51,False,2.0,3.0,1.0,0.0
75,54,False,2.0,2.0,0.0,0.0
75,55,False,2.0,2.0,0.0,0.0
75,56,False,2.0,3.0,1.0,0.0
75,57,False,2.0,2.0,0.0,0.0
75,62,False,2.0,2.0,0.0,0.0
75,64,False,2.0,2.0,0.0,0.0
75,67,False,2.0,2.0,0.0,0.0
75,69,False,2.0,2.0,0.0,0.0
75,70,False,2.0,2.0,0.0,0.0
75,71,False,2.0,4.0,2.0,0.0
75,72,False,2.0,2.0,0.0,0.0
75,77,False,2.0,3.0,1.0,0.0
75,81,False,2.0,3.0,1.0,0.0
75,82,False,2.0,2.0,0.0,0.0
75,83,False,2.0,2.0,0.0,0.0
75,84,False,2.0,1.0,-1.0,0.0
75,85,False,2.0,1.0,-1.0,0.0
75,89,False,2.0,4.0,2.0,0.0
75,92,False,2.0,3.0,1.0,0.0
75,93,False,2.0,3.0,1.0,0.0
75,94,False,2.0,3.0,1.0,0.0
75,97,False,2.0,2.0,0.0,0.0
75,98,False,2.0,0.0,-2.0,0.0
75,99,False,2.0,2.0,0.0,0.0
75,6,False,2.0,6.0,4.0,0.0
75,29,False,2.0,7.0,5.0,0.0
76,75,False,3.0,2.0,-1.0,0.0
76,77,False,3.0,3.0,0.0,0.0
76,52,False,3.0,3.0,0.0,0.0
76,53,False,3.0,1.0,-2.0,0.0
76,54,False,3.0,2.0,-1.0,0.0
76,61,False,3.0,3.0,0.0,0.0
76,62,False,3.0,2.0,-1.0,0.0
76,66,False,3.0,2.0,-1.0,0.0
76,67,False,3.0,2.0,-1.0,0.0
76,68,False,3.0,3.0,0.0,0.0
76,72,False,3.0,2.0,-1.0,0.0
76,79,False,3.0,2.0,-1.0,0.0
76,81,False,3.0,3.0,0.0,0.0
76,83,False,3.0,2.0,-1.0,0.0
76,86,False,3.0,2.0,-1.0,0.0
76,88,False,3.0,2.0,-1.0,0.0
76,90,False,3.0,3.0,0.0,0.0
76,95,False,3.0,1.0,-2.0,0.0
76,9,False,3.0,8.0,5.0,0.0
76,16,False,3.0,7.0,4.0,0.0
76,43,False,3.0,7.0,4.0,0.0
76,44,False,3.0,7.0,4.0,0.0
77,76,False,3.0,3.0,0.0,0.0
77,78,False,3.0,3.0,0.0,0.0
77,50,False,3.0,2.0,-1.0,0.0
77,54,False,3.0,2.0,-1.0,0.0
77,56,False,3.0,3.0,0.0,0.0
77,59,False,3.0,2.0,-1.0,0.0
77,61,False,3.0,3.0,0.0,0.0
77,63,False,3.0,2.0,-1.0,0.0
77,64,False,3.0,2.0,-1.0,0.0
77,69,False,3.0,2.0,-1.0,0.0
77,71,False,3.0,4.0,1.0,0.0
77,75,False,3.0,2.0,-1.0,0.0
77,80,False,3.0,2.0,-1.0,0.0
77,81,False,3.0,3.0,0.0,0.0
77,84,False,3.0,1.0,-2.0,0.0
77,88,False,3.0,2.0,-1.0,0.0
77,89,False,3.0,4.0,1.0,0.0
77,90,False,3.0,3.0,0.0,0.0
77,93,False,3.0,3.0,0.0,0.0
77,94,False,3.0,3.0,0.0,0.0
77,99,False,3.0,2.0,-1.0,0.0
77,7,False,3.0,6.0,3.0,0.0
77,18,False,3.0,6.0,3.0,0.0
77,22,False,3.0,6.0,3.0,0.0
77,140,False,3.0,6.0,3.0,0.0
77,147,False,3.0,6.0,3.0,0.0
77,148,False,3.0,7.0,4.0,0.0
78,77,False,3.0,3.0,0.0,0.0
78,79,False,3.0,2.0,-1.0,0.0
78,50,False,3.0,2.0,-1.0,0.0
78,51,False,3.0,3.0,0.0,0.0
78,60,False,3.0,2.0,-1.0,0.0
78,61,False,3.0,3.0,0.0,0.0
78,63,False,3.0,2.0,-1.0,0.0
78,64,False,3.0,2.0,-1.0,0.0
78,66,False,3.0,2.0,-1.0,0.0
78,67,False,3.0,2.0,-1.0,0.0
78,69,False,3.0,2.0,-1.0,0.0
78,71,False,3.0,4.0,1.0,0.0
78,73,False,3.0,3.0,0.0,0.0
78,74,False,3.0,2.0,-1.0,0.0
78,80,False,3.0,2.0,-1.0,0.0
78,82,False,3.0,2.0,-1.0,0.0
78,83,False,3.0,2.0,-1.0,0.0
78,86,False,3.0,2.0,-1.0,0.0
78,89,False,3.0,4.0,1.0,0.0
78,92,False,3.0,3.0,0.0,0.0
78,93,False,3.0,3.0,0.0,0.0
78,94,False,3.0,3.0,0.0,0.0
78,96,False,3.0,2.0,-1.0,0.0
78,15,False,3.0,6.0,3.0,0.0
78,27,False,3.0,6.0,3.0,0.0
78,28,False,3.0,6.0,3.0,0.0
78,39,False,3.0,7.0,4.0,0.0
78,42,False,3.0,6.0,3.0,0.0
78,48,False,3.0,6.0,3.0,0.0
78,117,False,3.0,6.0,3.0,0.0
78,138,False,3.0,6.0,3.0,0.0
79,78,False,2.0,3.0,1.0,0.0
79,80,False,2.0,2.0,0.0,0.0
79,50,False,2.0,2.0,0.0,0.0
79,51,False,2.0,3.0,1.0,0.0
79,52,False,2.0,3.0,1.0,0.0
79,53,False,2.0,1.0,-1.0,0.0
79,54,False,2.0,2.0,0.0,0.0
79,57,False,2.0,2.0,0.0,0.0
79,61,False,2.0,3.0,1.0,0.0
79,65,False,2.0,3.0,1.0,0.0
79,66,False,2.0,2.0,0.0,0.0
79,68,False,2.0,3.0,1.0,0.0
79,69,False,2.0,2.0,0.0,0.0
79,71,False,2.0,4.0,2.0,0.0
79,73,False,2.0,3.0,1.0,0.0
79,76,False,2.0,3.0,1.0,0.0
79,81,False,2.0,3.0,1.0,0.0
79,82,False,2.0,2.0,0.0,0.0
79,84,False,2.0,1.0,-1.0,0.0
79,85,False,2.0,1.0,-1.0,0.0
79,86,False,2.0,2.0,0.0,0.0
79,90,False,2.0,3.0,1.0,0.0
79,91,False,2.0,2.0,0.0,0.0
79,96,False,2.0,2.0,0.0,0.0
79,4,False,2.0,5.0,3.0,0.0
79,6,False,2.0,6.0,4.0,0.0
79,9,False,2.0,8.0,6.0,0.0
79,29,False,2.0,7.0,5.0,0.0
79,33,False,2.0,6.0,4.0,0.0
79,38,False,2.0,7.0,5.0,0.0
79,39,False,2.0,7.0,5.0,0.0
79,44,False,2.0,7.0,5.0,0.0
79,121,False,2.0,6.0,4.0,0.0
79,148,False,2.0,7.0,5.0,0.0
80,79,False,2.0,2.0,0.0,0.0
80,81,False,2.0,3.0,1.0,0.0
80,50,False,2.0,2.0,0.0,0.0
80,57,False,2.0,2.0,0.0,0.0
80,62,False,2.0,2.0,0.0,0.0
80,64,False,2.0,2.0,0.0,0.0
80,68,False,2.0,3.0,1.0,0.0
80,70,False,2.0,2.0,0.0,0.0
80,71,False,2.0,4.0,2.0,0.0
80,73,False,2.0,3.0,1.0,0.0
80,77,False,2.0,3.0,1.0,0.0
80,78,False,2.0,3.0,1.0,0.0
80,84,False,2.0,1.0,-1.0,0.0
80,85,False,2.0,1.0,-1.0,0.0
80,86,False,2.0,2.0,0.0,0.0
80,89,False,2.0,4.0,2.0,0.0
80,90,False,2.0,3.0,1.0,0.0
80,95,False,2.0,1.0,-1.0,0.0
80,96,False,2.0,2.0,0.0,0.0
80,99,False,2.0,2.0,0.0,0.0
80,3,False,2.0,6.0,4.0,0.0
80,5,False,2.0,7.0,5.0,0.0
80,23,False,2.0,7.0,5.0,0.0
80,105,False,2.0,8.0,6.0,0.0
80,112,True,2.0,7.0,5.0,1.0
80,125,False,2.0,7.0,5.0,0.0
80,138,False,2.0,6.0,4.0,0.0
81,80,False,3.0,2.0,-1.0,0.0
81,82,False,3.0,2.0,-1.0,0.0
81,51,False,3.0,3.0,0.0,0.0
81,52,False,3.0,3.0,0.0,0.0
81,53,False,3.0,1.0,-2.0,0.0
81,54,False,3.0,2.0,-1.0,0.0
81,56,False,3.0,3.0,0.0,0.0
81,57,False,3.0,2.0,-1.0,0.0
81,60,False,3.0,2.0,-1.0,0.0
81,61,False,3.0,3.0,0.0,0.0
81,62,False,3.0,2.0,-1.0,0.0
81,64,False,3.0,2.0,-1.0,0.0
81,70,False,3.0,2.0,-1.0,0.0
81,72,False,3.0,2.0,-1.0,0.0
81,75,False,3.0,2.0,-1.0,0.0
81,76,False,3.0,3.0,0.0,0.0
81,77,False,3.0,3.0,0.0,0.0
81,79,False,3.0,2.0,-1.0,0.0
81,86,False,3.0,2.0,-1.0,0.0
81,87,False,3.0,4.0,1.0,0.0
81,90,False,3.0,3.0,0.0,0.0
81,91,False,3.0,2.0,-1.0,0.0
81,93,False,3.0,3.0,0.0,0.0
81,99,False,3.0,2.0,-1.0,0.0
81,43,False,3.0,7.0,4.0,0.0
81,115,False,3.0,8.0,5.0,0.0
81,122,False,3.0,6.0,3.0,0.0
81,127,False,3.0,6.0,3.0,0.0
81,138,False,3.0,6.0,3.0,0.0
81,140,False,3.0,6.0,3.0,0.0
81,144,True,3.0,7.0,4.0,1.0
81,145,False,3.0,7.0,4.0,0.0
82,81,False,2.0,3.0,1.0,0.0
82,83,False,2.0,2.0,0.0,0.0
82,50,False,2.0,2.0,0.0,0.0
82,53,False,2.0,1.0,-1.0,0.0
82,54,False,2.0,2.0,0.0,0.0
82,55,False,2.0,2.0,0.0,0.0
82,57,False,2.0,2.0,0.0,0.0
82,58,False,2.0,1.0,-1.0,0.0
82,61,False,2.0,3.0,1.0,0.0
82,62,False,2.0,2.0,0.0,0.0
82,67,False,2.0,2.0,0.0,0.0
82,69,False,2.0,2.0,0.0,0.0
82,75,False,2.0,2.0,0.0,0.0
82,78,True,2.0,3.0,1.0,1.0
82,79,False,2.0,2.0,0.0,0.0
82,84,False,2.0,1.0,-1.0,0.0
82,85,False,2.0,1.0,-1.0,0.0
82,89,False,2.0,4.0,2.0,0.0
82,94,False,2.0,3.0,1.0,0.0
82,97,False,2.0,2.0,0.0,0.0
82,98,False,2.0,0.0,-2.0,0.0
82,99,False,2.0,2.0,0.0,0.0
82,4,False,2.0,5.0,3.0,0.0
82,30,False,2.0,7.0,5.0,0.0
82,110,False,2.0,7.0,5.0,0.0
82,111,False,2.0,6.0,4.0,0.0
82,121,False,2.0,6.0,4.0,0.0
82,138,False,2.0,6.0,4.0,0.0
83,82,False,2.0,2.0,0.0,0.0
83,84,False,2.0,1.0,-1.0,0.0
83,52,False,2.0,3.0,1.0,0.0
83,54,False,2.0,2.0,0.0,0.0
83,55,False,2.0,2.0,0.0,0.0
83,59,False,2.0,2.0,0.0,0.0
83,60,False,2.0,2.0,0.0,0.0
83,61,False,2.0,3.0,1.0,0.0
83,64,False,2.0,2.0,0.0,0.0
83,65,False,2.0,3.0,1.0,0.0
83,66,False,2.0,2.0,0.0,0.0
83,67,False,2.0,2.0,0.0,0.0
83,68,False,2.0,3.0,1.0,0.0
83,69,False,2.0,2.0,0.0,0.0
83,75,False,2.0,2.0,0.0,0.0
83,76,False,2.0,3.0,1.0,0.0
83,78,False,2.0,3.0,1.0,0.0
83,85,False,2.0,1.0,-1.0,0.0
83,89,False,2.0,4.0,2.0,0.0
83,95,False,2.0,1.0,-1.0,0.0
83,97,False,2.0,2.0,0.0,0.0
83,19,False,2.0,7.0,5.0,0.0
83,38,False,2.0,7.0,5.0,0.0
83,43,False,2.0,7.0,5.0,0.0
83,129,False,2.0,7.0,5.0,0.0
84,83,True,1.0,2.0,1.0,1.0
84,85,False,1.0,1.0,0.0,0.0
84,51,True,1.0,3.0,2.0,1.0
84,57,False,1.0,2.0,1.0,0.0
84,58,False,1.0,1.0,0.0,0.0
84,60,True,1.0,2.0,1.0,1.0
84,62,False,1.0,2.0,1.0,0.0
84,67,False,1.0,2.0,1.0,0.0
84,68,False,1.0,3.0,2.0,0.0
84,75,False,1.0,2.0,1.0,0.0
84,77,False,1.0,3.0,2.0,0.0
84,79,True,1.0,2.0,1.0,1.0
84,80,True,1.0,2.0,1.0,1.0
84,82,False,1.0,2.0,1.0,0.0
84,91,False,1.0,2.0,1.0,0.0
84,92,False,1.0,3.0,2.0,0.0
84,95,False,1.0,1.0,0.0,0.0
84,96,False,1.0,2.0,1.0,0.0
84,97,False,1.0,2.0,1.0,0.0
84,98,False,1.0,0.0,-1.0,0.0
84,99,True,1.0,2.0,1.0,1.0
84,2,False,1.0,5.0,4.0,0.0
84,8,False,1.0,8.0,7.0,0.0
84,19,False,1.0,7.0,6.0,0.0
84,40,False,1.0,8.0,7.0,0.0
84,103,False,1.0,7.0,6.0,0.0
84,133,True,1.0,6.0,5.0,1.0
84,144,False,1.0,7.0,6.0,0.0
85,84,False,1.0,1.0,0.0,0.0
85,86,False,1.0,2.0,1.0,0.0
85,52,False,1.0,3.0,2.0,0.0
85,55,False,1.0,2.0,1.0,0.0
85,56,False,1.0,3.0,2.0,0.0
85,59,False,1.0,2.0,1.0,0.0
85,62,False,1.0,2.0,1.0,0.0
85,63,False,1.0,2.0,1.0,0.0
85,66,False,1.0,2.0,1.0,0.0
85,69,False,1.0,2.0,1.0,0.0
85,70,False,1.0,2.0,1.0,0.0
85,71,False,1.0,4.0,3.0,0.0
85,72,False,1.0,2.0,1.0,0.0
85,75,False,1.0,2.0,1.0,0.0
85,79,False,1.0,2.0,1.0,0.0
85,80,False,1.0,2.0,1.0,0.0
85,82,False,1.0,2.0,1.0,0.0
85,83,False,1.0,2.0,1.0,0.0
85,87,False,1.0,4.0,3.0,0.0
85,88,False,1.0,2.0,1.0,0.0
85,90,False,1.0,3.0,2.0,0.0
85,93,False,1.0,3.0,2.0,0.0
85,94,False,1.0,3.0,2.0,0.0
85,96,False,1.0,2.0,1.0,0.0
85,98,False,1.0,0.0,-1.0,0.0
85,3,False,1.0,6.0,5.0,0.0
85,41,True,1.0,6.0,5.0,1.0
85,102,True,1.0,6.0,5.0,1.0
85,123,True,1.0,6.0,5.0,1.0
85,127,True,1.0,6.0,5.0,1.0
86,85,False,2.0,1.0,-1.0,0.0
86,87,False,2.0,4.0,2.0,0.0
86,50,False,2.0,2.0,0.0,0.0
86,51,False,2.0,3.0,1.0,0.0
86,52,False,2.0,3.0,1.0,0.0
86,53,False,2.0,1.0,-1.0,0.0
86,56,False,2.0,3.0,1.0,0.0
86,63,False,2.0,2.0,0.0,0.0
86,64,False,2.0,2.0,0.0,0.0
86,65,False,2.0,3.0,1.0,0.0
86,70,False,2.0,2.0,0.0,0.0
86,71,False,2.0,4.0,2.0,0.0
86,73,False,2.0,3.0,1.0,0.0
86,74,False,2.0,2.0,0.0,0.0
86,76,False,2.0,3.0,1.0,0.0
86,78,False,2.0,3.0,1.0,0.0
86,79,False,2.0,2.0,0.0,0.0
86,80,False,2.0,2.0,0.0,0.0
86,81,False,2.0,3.0,1.0,0.0
86,89,False,2.0,4.0,2.0,0.0
86,90,False,2.0,3.0,1.0,0.0
86,91,False,2.0,2.0,0.0,0.0
86,92,False,2.0,3.0,1.0,0.0
86,94,False,2.0,3.0,1.0,0.0
86,97,False,2.0,2.0,0.0,0.0
86,98,False,2.0,0.0,-2.0,0.0
86,4,False,2.0,5.0,3.0,0.0
86,7,False,2.0,6.0,4.0,0.0
86,8,False,2.0,8.0,6.0,0.0
86,38,False,2.0,7.0,5.0,0.0
86,43,False,2.0,7.0,5.0,0.0
86,101,False,2.0,6.0,4.0,0.0
86,134,False,2.0,6.0,4.0,0.0
87,86,False,4.0,2.0,-2.0,0.0
87,88,False,4.0,2.0,-2.0,0.0
87,53,False,4.0,1.0,-3.0,0.0
87,54,False,4.0,2.0,-2.0,0.0
87,57,False,4.0,2.0,-2.0,0.0
87,61,False,4.0,3.0,-1.0,0.0
87,63,False,4.0,2.0,-2.0,0.0
87,67,False,4.0,2.0,-2.0,0.0
87,74,False,4.0,2.0,-2.0,0.0
87,81,False,4.0,3.0,-1.0,0.0
87,85,False,4.0,1.0,-3.0,0.0
87,90,False,4.0,3.0,-1.0,0.0
87,91,False,4.0,2.0,-2.0,0.0
87,93,False,4.0,3.0,-1.0,0.0
87,95,False,4.0,1.0,-3.0,0.0
87,98,False,4.0,0.0,-4.0,0.0
87,29,False,4.0,7.0,3.0,0.0
87,49,False,4.0,6.0,2.0,0.0
87,115,False,4.0,8.0,4.0,0.0
87,129,False,4.0,7.0,3.0,0.0
88,87,False,2.0,4.0,2.0,0.0
88,89,False,2.0,4.0,2.0,0.0
88,53,False,2.0,1.0,-1.0,0.0
88,55,False,2.0,2.0,0.0,0.0
88,56,False,2.0,3.0,1.0,0.0
88,57,False,2.0,2.0,0.0,0.0
88,58,False,2.0,1.0,-1.0,0.0
88,60,False,2.0,2.0,0.0,0.0
88,61,False,2.0,3.0,1.0,0.0
88,63,False,2.0,2.0,0.0,0.0
88,64,False,2.0,2.0,0.0,0.0
88,65,False,2.0,3.0,1.0,0.0
88,66,False,2.0,2.0,0.0,0.0
